node	type
"cataract, marner type"	disease
"cataract 5, multiple types"	disease
"spinal muscular atrophy, distal, autosomal recessive, 5"	disease
"charcot-marie-tooth disease, axonal, type 2t"	disease
heat cramps	disease
heat stress disorders	disease
even-plus syndrome	disease
"anemia, sideroblastic, 4"	disease
autosomal recessive sideroblastic anemia	disease
"charcot-marie-tooth disease, axonal, type 2f"	disease
"spinal muscular atrophy, jerash type"	disease
"neuronopathy, distal hereditary motor, type iib"	disease
"distal hereditary motor neuropathy, type ii"	disease
lacrimal duct obstruction	disease
obstruction of nasolacrimal duct	disease
lacrimal duct defect	disease
"lacrimal puncta, absence of"	disease
"spastic paraplegia 13, autosomal dominant"	disease
"leukodystrophy, hypomyelinating, 4"	disease
fibrolamellar hepatocellular carcinoma	disease
dyssegmental dysplasia	disease
"mental retardation, autosomal recessive 46"	disease
"depression, postpartum"	disease
"periodic fever, menstrual cycle-dependent"	disease
anorexia nervosa	disease
severe major depression with psychotic features	disease
varicosity	disease
"deafness, autosomal dominant 56"	disease
hyaluronidase deficiency	disease
"growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy"	disease
lytic lesion	disease
bronchiectasis	disease
pleurisy	disease
respiratory syncytial virus infections	disease
immunodeficiency 32a	disease
immunodeficiency 32b	disease
african burkitt's lymphoma	disease
enchondromatosis	disease
hemangioma	disease
maffucci syndrome	disease
histiocytoid hemangioma	disease
"hemangioma, intramuscular"	disease
chorioangioma	disease
chondroma	disease
enchondroma	disease
angioma	disease
metaphyseal enchondromatosis with d-2-hydroxyglutaric aciduria	disease
anaplastic oligoastrocytoma	disease
combined d-2- and l-2-hydroxyglutaric aciduria	disease
d-2-hydroxyglutaric aciduria 2	disease
d-2-hydroxyglutaric aciduria 1	disease
retinitis pigmentosa 46	disease
mucopolysaccharidosis ii	disease
sulfoiduronate sulfatase deficiency	disease
mucopolysaccharidosis i	disease
mucopolysaccharidosis v	disease
hurler-scheie syndrome	disease
pfaundler-hurler syndrome	disease
alpha-l-iduronidase deficiency	disease
"hemolytic uremic syndrome, atypical, susceptibility to, 3"	disease
complement factor i (c3 inactivator) deficiency	disease
"macular degeneration, age-related, 13"	disease
hepatic venoocclusive disease with immunodeficiency	disease
acquired immunodeficiency syndrome	disease
vipoma	disease
malignant vaginal neoplasm	disease
vaginal neoplasms	disease
pancreatic cholera	disease
abdominal pain	disease
intestinal perforation	disease
meningism	disease
nausea	disease
pterygium	disease
somatoform disorder	disease
tinnitus	disease
viremia	disease
chills	disease
"optic neuropathy, ischemic"	disease
"tinnitus, subjective"	disease
"tinnitus, objective"	disease
flavivirus infections	disease
epithelioid hemangioendothelioma	disease
"tinnitus, noise induced"	disease
tinnitus of vascular origin	disease
somatization disorder	disease
"tinnitus, clicking"	disease
"tinnitus, leudet"	disease
"tinnitus, spontaneous oto-acoustic emission"	disease
"tinnitus, tensor palatini induced"	disease
"tinnitus, tensor tympani induced"	disease
pulsatile tinnitus	disease
anterior ischemic optic neuropathy	disease
posterior ischemic optic neuropathy	disease
colicky pain	disease
virus diseases	disease
immunodeficiency 45	disease
immunodeficiency 44	disease
anus neoplasms	disease
"melanoma, amelanotic"	disease
anal carcinoma	disease
appendicitis	disease
"arthritis, infectious"	disease
"arthritis, viral"	disease
bronchiolitis obliterans	disease
chlamydia infections	disease
entamoebiasis	disease
cardiac arrest	disease
legionnaires' disease	disease
"leishmaniasis, cutaneous"	disease
"salmonella infections, animal"	disease
infection by trichuris trichiura	disease
tuberous sclerosis	disease
"leishmaniasis, new world"	disease
urban cutaneous leishmaniasis	disease
fibrous skin tumor of tuberous sclerosis	disease
pontiac fever	disease
"aplastic anemia, idiopathic"	disease
cardiopulmonary arrest	disease
ruptured appendicitis	disease
mucocutaneous leishmaniasis	disease
"arthritis, bacterial"	disease
tuberous sclerosis 2 (disorder)	disease
"hyper-immunoglobulin e syndrome, autosomal recessive"	disease
constrictive bronchiolitis	disease
"bronchiolitis, exudative"	disease
"bronchiolitis, proliferative"	disease
"hyper-immunoglobulin e syndrome, autosomal dominant"	disease
disturbance in mood	disease
job syndrome	disease
"arthritis, suppurative"	disease
entamoeba histolytica infection	disease
"mycobacterium infections, nontuberculous"	disease
mycobacterium abscessus infection	disease
"interferon gamma, receptor 1, deficiency"	disease
"atypical mycobacteriosis, familial"	disease
immunodeficiency 27a	disease
immunodeficiency 27b	disease
immunodeficiency 28	disease
spinocerebellar ataxia 18	disease
"corpus callosum, agenesis of, with mental retardation, ocular coloboma, and micrognathia"	disease
corneal diseases	disease
demyelinating diseases	disease
demyelination	disease
insulin-like growth factor i deficiency	disease
"clinically isolated syndrome, cns demyelinating"	disease
resistance to insulin-like growth factor i	disease
"insulin-like growth factor i, resistance to, due to increased binding protein"	disease
polyhydramnios	disease
placenta disorders	disease
congenital hemihypertrophy	disease
prenatal alcohol exposure	disease
"hemihyperplasia, isolated"	disease
"growth restriction, severe, with distinctive facies"	disease
acid-labile subunit deficiency	disease
retinal arterial macroaneurysm with supravalvular pulmonic stenosis	disease
spinal muscular atrophy with respiratory distress 1	disease
"charcot-marie-tooth disease, axonal, type 2s"	disease
adams oliver syndrome	disease
congenital defect of skull and scalp	disease
adams-oliver syndrome 3	disease
"agammaglobulinemia 2, autosomal recessive"	disease
endemic cretinism	disease
"myxedema, congenital"	disease
"hypothyroidism, central, and testicular enlargement"	disease
acrocapitofemoral dysplasia	disease
"hyperbilirubinemia, neonatal"	disease
"direct hyperbilirubinemia, neonatal"	disease
"indirect hyperbilirubinemia, neonatal"	disease
immunodeficiency 15	disease
infection of amniotic cavity	disease
burn injury	disease
chorioamnionitis	disease
kearns-sayre syndrome	disease
megaconial myopathies	disease
pleoconial myopathies	disease
mitochondrial myopathies	disease
melas syndrome	disease
merrf syndrome	disease
chronic progressive external ophthalmoplegia	disease
hiv wasting syndrome	disease
"optic atrophy, hereditary, leber"	disease
luft disease	disease
funisitis (disorder)	disease
bronchopulmonary dysplasia	disease
"gastritis, atrophic"	disease
myositis	disease
sclerosis	disease
"myositis, infectious"	disease
schnitzler syndrome	disease
"myositis, proliferative"	disease
idiopathic inflammatory myopathies	disease
"myositis, focal"	disease
"microvascular complications of diabetes, susceptibility to, 4 (finding)"	disease
interleukin 1 receptor antagonist deficiency	disease
asthenia	disease
"interleukin 2 receptor, alpha, deficiency of"	disease
"diabetes mellitus, insulin-dependent, 10"	disease
x-linked combined immunodeficiency diseases	disease
"tuberculosis, bovine"	disease
intracranial arteriovenous malformation	disease
coxsackievirus infections	disease
angiolymphoid hyperplasia	disease
hyperoxaluria	disease
premature obstetric labor	disease
kaposi sarcoma	disease
lichenoid eruptions	disease
"intracranial arteriovenous malformation, ruptured"	disease
"arteriovenous malformations, cerebral"	disease
oxalosis	disease
"rheumatoid arthritis, systemic juvenile"	disease
"severe combined immunodeficiency, autosomal recessive, t cell negative, b cell positive, nk cell positive"	disease
"angina, unstable"	disease
peptic esophagitis	disease
"eye infections, bacterial"	disease
"pain, intractable"	disease
postherpetic neuralgia	disease
myocardial preinfarction syndrome	disease
streptococcal pneumonia	disease
mastitis	disease
enterocolitis	disease
ileitis	disease
irritable bowel syndrome	disease
prostatitis	disease
acute bacterial prostatitis	disease
asymptomatic inflammatory prostatitis	disease
chronic bacterial prostatitis	disease
chronic prostatitis with chronic pelvic pain syndrome	disease
"inflammatory bowel disease 28, autosomal recessive"	disease
"inflammatory bowel disease 25, autosomal recessive"	disease
cystitis	disease
craniosynostosis and dental anomalies	disease
immunodeficiency 29	disease
immunodeficiency 30	disease
"mental retardation, autosomal recessive 59"	disease
leber congenital amaurosis 11	disease
retinitis pigmentosa 10	disease
vitelliform macular dystrophy	disease
adult-onset vitelliform macular dystrophy	disease
juvenile-onset vitelliform macular dystrophy	disease
"macular dystrophy, vitelliform, 4"	disease
chronic depression	disease
squamous cell carcinoma of lip	disease
squamous cell carcinoma of the hypopharynx	disease
laryngeal squamous cell carcinoma	disease
familial testotoxicosis	disease
ovarian adenocarcinoma	disease
interstitial cystitis	disease
chronic interstitial cystitis	disease
painful bladder syndrome	disease
diabetic ketoacidosis	disease
formication	disease
kandinsky syndrome	disease
cystic kidney	disease
"ventricular outflow obstruction, left"	disease
"organic brain syndrome, nonpsychotic"	disease
"delirium, dementia, amnestic, cognitive disorders"	disease
"organic mental disorders, psychotic"	disease
paresthesia	disease
"psychoses, traumatic"	disease
"ventricular outflow obstruction, right"	disease
ventricular outflow obstruction	disease
"paresthesia, distal"	disease
mptp poisoning	disease
hyperproinsulinemia	disease
dysesthesia	disease
painful paresthesias	disease
mptp-induced degeneration of the striatum	disease
"diabetes mellitus, insulin-dependent, 2"	disease
22q13.3 deletion syndrome	disease
"maturity-onset diabetes of the young, type 10"	disease
neurocognitive disorders	disease
schneckenbecken dysplasia	disease
opsismodysplasia	disease
donohue syndrome	disease
"insulin receptor, defect in"	disease
rabson-mendenhall syndrome	disease
"diabetes mellitus, insulin-resistant, with acanthosis nigricans"	disease
insulin resistance - type a	disease
"hyperinsulinemic hypoglycemia, familial, 5"	disease
"maturity-onset diabetes of the young, type iv (disorder)"	disease
"pancreatic agenesis, congenital"	disease
epidermolysis bullosa with pyloric atresia	disease
herpetic acute necrotizing encephalitis	disease
herpetic meningoencephalitis	disease
herpes encephalitis	disease
"herpes simplex encephalitis, susceptibility to, 7"	disease
inflammatory bowel disease 14	disease
van der woude syndrome	disease
popliteal pterygium syndrome	disease
cleft lip and alveolus	disease
"orofacial cleft 6, susceptibility to"	disease
immunodeficiency 39	disease
bladder exstrophy	disease
glycoprotein ia deficiency	disease
thrombasthenia	disease
"glanzmann thrombasthenia, autosomal dominant"	disease
"glanzmann thrombasthenia, type a"	disease
"interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital"	disease
"muscular dystrophy, congenital, due to integrin alpha-7 deficiency"	disease
leukocyte disorders	disease
skin ulcer	disease
leukocyte-adhesion deficiency syndrome	disease
leukocyte adhesion deficiency type 1	disease
coronary thrombosis	disease
hip fractures	disease
intertrochanteric fractures	disease
subtrochanteric fractures	disease
trochanteric fractures	disease
ectodermal dysplasia	disease
epidermolysis bullosa herpetiformis dowling-meara	disease
epidermolysis bullosa simplex	disease
epidermolysis bullosa simplex kobner	disease
herlitz disease	disease
weber-cockayne syndrome	disease
hidrotic ectodermal dysplasia	disease
pyloric atresia	disease
aplasia cutis congenita	disease
anhydrotic ectodermal dysplasias	disease
epidermolysis bullosa simplex with pyloric atresia	disease
"amelogenesis imperfecta, type iii"	disease
"amelogenesis imperfecta, type ih"	disease
"lymphoproliferative syndrome, ebv-associated, autosomal, 1"	disease
lymphoproliferative syndrome 1	disease
congenital disorder of glycosylation type 1w	disease
inosine triphosphatase deficiency	disease
"epileptic encephalopathy, early infantile, 35"	disease
anoxic encephalopathy	disease
gillespie syndrome	disease
anoxia of brain	disease
hypoxic brain damage	disease
brain hypoxia	disease
spinocerebellar ataxia 15	disease
spinocerebellar ataxia 29	disease
"anhidrosis, isolated, with normal sweat glands"	disease
acrodermatitis	disease
gianotti-crosti syndrome	disease
isovaleryl-coa dehydrogenase deficiency	disease
thrombocytosis	disease
thrombocythemia 3	disease
familial thrombocytosis	disease
mediastinal neoplasms	disease
malignant tumor of mediastinum	disease
nasal type extranodal nk/t-cell lymphoma	disease
chronic myeloproliferative disorder	disease
"severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-negative"	disease
"lymphoma, extranodal nk-t-cell"	disease
minamata disease	disease
inorganic mercury poisoning	disease
"mercury poisoning, organic"	disease
"mercury poisoning, nervous system"	disease
mercury encephalopathy	disease
mad hatter disease	disease
mercurial neuroanesthenia	disease
mercury psychosis	disease
naxos disease	disease
"arrhythmogenic right ventricular dysplasia, familial, 12"	disease
"charcot-marie-tooth disease, recessive intermediate b"	disease
"deafness, autosomal recessive 89"	disease
episodic ataxia type 1	disease
"continuous muscle fiber activity, hereditary"	disease
paroxysmal kinesigenic choreoathetosis	disease
myokymia 1	disease
isolated autosomal dominant hypomagnesemia glaudemans type	disease
other generalized epilepsy and epileptic syndromes	disease
"epileptic encephalopathy, early infantile, 32"	disease
"atrial fibrillation, familial, 7"	disease
"epileptic encephalopathy, early infantile, 26"	disease
"epilepsy, progressive myoclonic 7"	disease
spinocerebellar ataxia 13	disease
spinocerebellar ataxia 19	disease
spinocerebellar ataxia 22	disease
brugada syndrome 9	disease
noise-induced hearing loss	disease
jervell-lange nielsen syndrome	disease
acoustic trauma	disease
long qt syndrome 5	disease
jervell and lange-nielsen syndrome 2 (disorder)	disease
"long qt syndrome 5, acquired, susceptibility to"	disease
"long qt syndrome 2/5, digenic (disorder)"	disease
temple-baraitser syndrome	disease
long qt syndrome 2	disease
"long qt syndrome 2/3, digenic"	disease
"long qt syndrome 1/2, digenic (disorder)"	disease
"long qt syndrome 2/9, digenic"	disease
"long qt syndrome 2, acquired, susceptibility to"	disease
"bartter syndrome, antenatal , type 2"	disease
"bartter syndrome, antenatal type 1"	disease
andersen syndrome	disease
short qt syndrome 3	disease
"atrial fibrillation, familial, 9"	disease
long qt syndrome 13	disease
"hyperaldosteronism, familial, type iii"	disease
keppen-lubinsky syndrome	disease
cantu syndrome	disease
sesame syndrome	disease
nesidioblastosis	disease
"diabetes mellitus, transient neonatal, 1"	disease
"diabetes mellitus, transient neonatal, 3 (disorder)"	disease
"maturity-onset diabetes of the young, type 13"	disease
autosomal dominant hyperinsulinism due to kir6.2 deficiency	disease
dend syndrome	disease
snowflake vitreoretinal degeneration	disease
leber congenital amaurosis 16	disease
"pulmonary hypertension, primary, 4"	disease
neonatal death	disease
perinatal death	disease
generalized epilepsy and paroxysmal dyskinesia	disease
"hypertension, diastolic, resistance to"	disease
xerocytosis	disease
dehydrated hereditary stomatocytosis 2	disease
"atrial fibrillation, familial, 3"	disease
"long qt syndrome 1, acquired, susceptibility to"	disease
short qt syndrome 2 (disorder)	disease
familial benign neonatal epilepsy	disease
benign neonatal epilepsy	disease
"benign neonatal epilepsy, nonfamilial"	disease
"seizures, benign familial infantile, 3"	disease
"epilepsy, benign neonatal, 1, and-or myokymia"	disease
"seizures, benign familial neonatal, 1"	disease
"seizures, benign familial neonatal, 1, and/or myokymia"	disease
"epileptic encephalopathy, early infantile, 7"	disease
"epilepsy, benign neonatal, 2"	disease
deficiency of fructokinase	disease
"cortical dysplasia, complex, with other brain malformations 3"	disease
"spastic paraplegia 10, autosomal dominant"	disease
"myoclonus, intractable, neonatal"	disease
"cortical dysplasia, complex, with other brain malformations 2"	disease
hypogonadotropic hypogonadism 13 with or without anosmia	disease
"leukemia, mast-cell"	disease
urticaria pigmentosa	disease
piebaldism	disease
telangiectasia macularis eruptiva perstans	disease
skin mastocytoma	disease
"systemic mastocytosis with associated clonal, hematologic non-mast-cell lineage disease"	disease
mucosal melanoma	disease
isolated bone marrow mastocytosis	disease
"kallikrein, decreased urinary activity of"	disease
prekallikrein deficiency	disease
hyperesthesia	disease
high molecular weight kininogen deficiency	disease
"hyperesthesia, tactile"	disease
"hyperesthesia, thermal"	disease
"kininogen deficiency, total"	disease
chromosomal instability	disease
"lymphedema, microcephaly and chorioretinopathy syndrome"	disease
"microcephaly with chorioretinopathy, autosomal dominant"	disease
spondyloepimetaphyseal dysplasia with multiple dislocations	disease
aplasia cutis congenita with epibulbar dermoids	disease
noonan syndrome 3	disease
ras-associated autoimmune leukoproliferative disorder	disease
cardiofaciocutaneous syndrome 2	disease
epidermolytic palmoplantar keratoderma of vorner	disease
ichthyosis hystrix of curth-macklin	disease
"keratoderma, palmoplantar, epidermolytic"	disease
"erythrokeratoderma, reticular"	disease
"ichthyosis hystrix, curth macklin type"	disease
"ichthyosis, cyclic, with epidermolytic hyperkeratosis"	disease
"epidermolytic hyperkeratosis, late-onset"	disease
keratosis palmoplantaris striata 3	disease
epidermolytic palmoplantar keratoderma vorner type	disease
keratosis of greither	disease
congenital reticular ichthyosiform erythroderma	disease
ichthyosis bullosa of siemens	disease
"corneal dystrophy, juvenile epithelial of meesmann"	disease
"leukokeratosis, hereditary mucosal"	disease
white sponge nevus 1	disease
epidermolysis bullosa simplex with mottled pigmentation	disease
epidermolysis bullosa simplex with migratory circinate erythema	disease
pachyonychia congenita	disease
"pachyonychia congenita, jadassohn lewandowsky type"	disease
"pachyonychia congenita, type 2 (disorder)"	disease
pachyonychia congenita 3	disease
pachyonychia congenita 4	disease
hurthle cell tumor	disease
oxyphilic adenoma	disease
"cirrhosis, cryptogenic"	disease
indian childhood cirrhosis	disease
"cirrhosis, noncryptogenic, susceptibility to (finding)"	disease
"copper toxicosis, idiopathic"	disease
"cirrhosis, familial"	disease
endemic tyrolean infantile cirrhosis	disease
"keratoderma, palmoplantar, diffuse"	disease
"palmoplantar keratoderma, epidermolytic, with knuckle pads (disorder)"	disease
keratosis palmaris et plantaris familiaris	disease
white sponge nevus 2	disease
incontinentia pigmenti achromians	disease
schamberg disease	disease
naegeli syndrome	disease
dermatopathia pigmentosa reticularis	disease
pigmentation disorders	disease
"epidermolysis bullosa simplex, autosomal recessive 1"	disease
hyperkeratosis of the palms and soles and esophageal papillomas	disease
steatocystoma multiplex	disease
sebocystomatosis	disease
monilethrix	disease
aphasia	disease
"aphasia, acquired"	disease
congenital hand deformities	disease
"gait, unsteady"	disease
spastic gait	disease
"gait, shuffling"	disease
"gait, athetotic"	disease
charcot gait	disease
"gait, festinating"	disease
cerebellar ataxic gait	disease
"gait, hemiplegic"	disease
"gait, scissors"	disease
waddling gait	disease
"aphasia, ageusic"	disease
"aphasia, global"	disease
"aphasia, functional"	disease
"aphasia, graphomotor"	disease
"aphasia, intellectual"	disease
"aphasia, semantic"	disease
"aphasia, syntactical"	disease
"gait, rigid"	disease
"gait, broadened"	disease
x-linked hydrocephalus syndrome	disease
"gait, stumbling"	disease
"aphasia, progressive"	disease
rapid fatigue of gait	disease
"gait, drop foot"	disease
marche a petit pas	disease
"gait, hysterical"	disease
"aphasia, mixed"	disease
"aphasia, auditory discriminatory"	disease
"aphasia, commisural"	disease
"aphasia, post-ictal"	disease
"aphasia, post-traumatic"	disease
dejerine-lichtheim phenomenon	disease
"gait disorder, sensorimotor"	disease
"gait disorders, neurologic"	disease
"gait, frontal"	disease
"gait, widebased"	disease
masa syndrome (disorder)	disease
dysphasia	disease
"corpus callosum, partial agenesis of, x-linked"	disease
"hydrocephalus, x-linked, with congenital idiopathic intestinal pseudoobstruction"	disease
"muscular dystrophy congenital, merosin negative"	disease
"muscular dystrophy, congenital, due to partial lama2 deficiency"	disease
nail diseases	disease
laryngoonychocutaneous syndrome	disease
"cardiomyopathy, dilated, 1jj"	disease
lissencephaly	disease
pachygyria	disease
agyria	disease
lissencephaly 5	disease
diffuse mesangial sclerosis (disorder)	disease
pierson syndrome	disease
"nephrotic syndrome, type 5, with or without ocular abnormalities"	disease
familial mesangial sclerosis	disease
"nephrotic syndrome, congenital, with ocular abnormalities and congenital myasthenic syndrome"	disease
glycogen storage disease type iib	disease
pelger-huet anomaly	disease
other osteochondrodysplasia with defects of growth of tubular bones and spine	disease
reynolds syndrome	disease
hem dysplasia	disease
pseudo pelger-huet anomaly	disease
lecithin acyltransferase deficiency	disease
fish-eye disease	disease
immunodeficiency 22	disease
"hepatitis, animal"	disease
chronic kidney insufficiency	disease
chronic kidney diseases	disease
"lactase deficiency, congenital"	disease
myoglobinuria	disease
lactate dehydrogenase deficiency type a	disease
lactate dehydrogenase b deficiency	disease
hyperphagia	disease
polydipsia	disease
leptin deficiency or dysfunction	disease
granulosa cell tumor	disease
infertility	disease
pituitary diseases	disease
respiratory tract infections	disease
upper respiratory infections	disease
overweight	disease
subfertility	disease
adenohypophyseal diseases	disease
posterior pituitary disease	disease
leptin receptor deficiency	disease
"sterility, reproductive"	disease
jarcho-levin syndrome	disease
"spondylocostal dysostosis, autosomal recessive 2"	disease
"spondylocostal dysostosis, autosomal recessive 3"	disease
leydig cell tumor	disease
isolated lutropin deficiency (disorder)	disease
leydig cell agenesis	disease
leydig cell hypoplasia	disease
testotoxicosis	disease
"leydig cell hypoplasia, type ii"	disease
"leydig cell adenoma, somatic, with male-limited precocious puberty"	disease
"luteinizing hormone resistance, female"	disease
"46,xy disorder of sex development due to lh defects"	disease
chromosome 17q12 deletion syndrome	disease
paranoid delusion	disease
stuve-wiedemann dysplasia	disease
stuve-wiedemann syndrome	disease
dubowitz syndrome	disease
lig4 syndrome	disease
"cataract 19, multiple types"	disease
cholesterol ester storage disease	disease
wolman disease	disease
"niemann-pick disease, type c"	disease
"niemann-pick disease, type d"	disease
"acid cholesteryl ester hydrolase deficiency, type 2"	disease
"niemann-pick disease, type c1"	disease
high density lipoprotein cholesterol level quantitative trait locus 12	disease
hepatic lipase deficiency (disorder)	disease
"lipodystrophy, familial partial, type 6"	disease
"factor v and factor viii, combined deficiency of"	disease
sinoatrial block	disease
lethal tight skin contracture syndrome (disorder)	disease
mandibuloacral dysostosis	disease
malouf syndrome	disease
najjar syndrome	disease
hiv-associated lipodystrophy syndrome	disease
"muscular dystrophy, limb-girdle, type 1b (disorder)"	disease
"charcot-marie-tooth disease, type 2b1"	disease
"heart-hand syndrome, slovenian type"	disease
emery-dreifuss muscular dystrophy 3	disease
"progeria syndrome, childhood-onset"	disease
"muscular dystrophy, congenital, lmna-related (disorder)"	disease
atypical werner syndrome	disease
pelizaeus-merzbacher disease	disease
adult pelizaeus-merzbacher disease	disease
"pelizaeus-merzbacher disease, atypical"	disease
classic pelizaeus-merzbacher disease	disease
"pelizaeus-merzbacher disease, transitional"	disease
cockayne-pelizaeus-merzbacher disease	disease
"leukodystrophy, demyelinating, adult-onset, autosomal dominant"	disease
adult onset autosomal dominant leukodystrophy	disease
"leukemia, t-cell"	disease
congenital clubfoot	disease
nail-patella syndrome	disease
"vohwinkel syndrome, variant form"	disease
"aortic aneurysm, familial thoracic 10"	disease
hypolipoproteinemias	disease
hypoprebetalipoproteinemia	disease
hyperlipoproteinemia type v	disease
hyperlipoproteinemia type i	disease
apolipoprotein c-ii deficiency (disorder)	disease
burnett schwartz berberian syndrome	disease
atrophoderma vermiculatum	disease
keratosis pilaris decalvans	disease
"eye diseases, hereditary"	disease
vitamin d deficiency	disease
donnai-barrow syndrome	disease
sclerosteosis	disease
sclerosteosis 2	disease
"myasthenic syndrome, congenital, 17"	disease
"coronary artery disease, autosomal dominant 2 (disorder)"	disease
triple negative breast neoplasms	disease
"tooth agenesis, selective, 7"	disease
polycystic liver disease	disease
osteoporosis with pseudoglioma	disease
worth disease	disease
at risk of osteoporosis	disease
van buchem disease type 2	disease
"osteopetrosis, autosomal dominant 1"	disease
bone mineral density quantitative trait locus 1	disease
high bone mass	disease
exudative vitreoretinopathy 4 (disorder)	disease
"myopia 23, autosomal recessive"	disease
cataract 44	disease
leprosy	disease
"glaucoma 3, primary congenital, d"	disease
"microspherophakia and/or megalocornea, with ectopia lentis and with or without secondary glaucoma"	disease
weill-marchesani syndrome 3	disease
mitral valve prolapse syndrome	disease
osteosclerosis	disease
developmental absence of tooth	disease
brachyolmia	disease
verloes bourguignon syndrome	disease
"tooth agenesis, selective, 6"	disease
"tooth agenesis, familial"	disease
leukotriene c4 synthase deficiency	disease
oral candidiasis	disease
candidiasis of vagina	disease
arthropathy	disease
"candidiasis, vulvovaginal"	disease
vaginal yeast infections	disease
"corneal dystrophy, lattice type 3"	disease
"colorectal cancer, hereditary nonpolyposis, type 8"	disease
"diarrhea 5, with tufting enteropathy, congenital"	disease
lynch syndrome i (site-specific colonic cancer)	disease
loeys-dietz aortic aneurysm syndrome	disease
loeys-dietz syndrome	disease
loeys-dietz syndrome 3	disease
neoplasm of small intestine	disease
myhre syndrome	disease
juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome (disorder)	disease
aortic valve stenosis	disease
aortic valve disease 2	disease
craniosynostosis 7	disease
paraquat lung	disease
"pulmonary hypertension, primary, 2"	disease
"cataracts, congenital, with sensorineural deafness, down syndrome-like facial appearance, short stature, and mental retardation"	disease
"cataract, pulverulent, juvenile-onset"	disease
"cataract 21, multiple types"	disease
"spastic paraplegia 75, autosomal recessive"	disease
retinitis pigmentosa 62	disease
alpha-mannosidosis	disease
lysosomal beta-mannosidase deficiency	disease
beta-mannosidosis	disease
antisocial personality disorder	disease
dyssocial behavior	disease
fetal malnutrition	disease
brunner syndrome	disease
fetal nutrition disorders	disease
"depressive disorder, treatment-resistant"	disease
schizophrenia-like symptoms (uncommon)	disease
progressive supranuclear palsy	disease
pick disease of the brain	disease
pallidopontonigral degeneration	disease
pick complex	disease
"supranuclear palsy, progressive, 1, atypical"	disease
"charcot-marie-tooth disease, axonal, type 2u"	disease
interstitial lung and liver disease	disease
"spondyloepimetaphyseal dysplasia, matrilin-3 related"	disease
"epiphyseal dysplasia, multiple, 5"	disease
mannose-binding protein deficiency	disease
oculocutaneous albinism type 2	disease
congenital melanocytic nevus	disease
"melanoma, cutaneous malignant, susceptibility to, 5"	disease
familial glucocorticoid deficiency type 1	disease
thinness	disease
obesity due to melanocortin 4 receptor deficiency	disease
autoimmune diseases of the nervous system	disease
"immune disorders, nervous system"	disease
macular corneal dystrophy	disease
"macular dystrophy, corneal type 1"	disease
macular corneal dystrophy type ii (disorder)	disease
"deafness, autosomal dominant 70"	disease
"natural killer cell deficiency, familial isolated"	disease
meier-gorlin syndrome 8	disease
"lactose intolerance, adult type"	disease
measles	disease
"hemolytic uremic syndrome, atypical, susceptibility to, 2"	disease
"epileptic encephalopathy, early infantile, 51"	disease
retinoblastoma	disease
"myoclonus, intention"	disease
myoclonus	disease
"myoclonus, palatal"	disease
"myoclonus, oculopalatal"	disease
myoclonus simplex	disease
"myoclonus, eyelid"	disease
"myoclonus, lower extremity"	disease
"myoclonus, segmental"	disease
"myoclonus, nocturnal"	disease
"myoclonus, upper extremity"	disease
"myoclonus, action"	disease
polymyoclonus	disease
"mental retardation, x-linked 16"	disease
"rett syndrome, preserved speech variant"	disease
lubs x-linked mental retardation syndrome	disease
"mental retardation with psychosis, pyramidal signs, and macroorchidism"	disease
"mental retardation, x-linked, syndromic 13"	disease
"mental retardation, x-linked 79"	disease
"mental retardation, x-linked, with spasticity"	disease
"encephalopathy, neonatal severe, due to mecp2 mutations"	disease
"rett syndrome, zappella variant"	disease
ppm-x syndrome	disease
trisomy xq28	disease
"coronary artery disease, autosomal dominant, 1"	disease
"mental retardation, autosomal dominant 20"	disease
"chromosome 5q14.3 deletion syndrome, proximal"	disease
5q14.3 microdeletion syndrome	disease
familial mediterranean fever	disease
intermittent joint effusion	disease
periodic syndrome	disease
"familial mediterranean fever, autosomal dominant"	disease
restless legs syndrome	disease
"cardiac malformation, cleft lip-palate, microcephaly and digital anomalies"	disease
chromosome 15q14 deletion syndrome	disease
"46,xy sex reversal 6"	disease
gastrinoma	disease
glucagonoma	disease
insulinoma	disease
parathyroid neoplasms	disease
islet cell tumor	disease
non-functioning pituitary gland neoplasm	disease
hyperparathyroidism 1	disease
men1 somatic mutations	disease
klippel-feil syndrome	disease
klippel feil syndrome recessive type	disease
hereditary papillary renal carcinoma	disease
type 1 papillary renal cell carcinoma	disease
osteofibrous dysplasia	disease
"tibia, bowing of, with pseudarthrosis and pectus excavatum"	disease
"papillary renal cell carcinoma, familial"	disease
"deafness, autosomal recessive 97"	disease
"osteofibrous dysplasia, susceptibility to"	disease
congenital disorder of glycosylation type 2a	disease
enterovirus infections	disease
nasal polyps	disease
"melanosis, universal"	disease
"hyperpigmentation, familial progressive"	disease
"deafness, autosomal dominant 69"	disease
keutel syndrome	disease
addison disease	disease
"bare lymphocyte syndrome, type ii, complementation group a"	disease
"bare lymphocyte syndrome, type ii, complementation group b"	disease
"bare lymphocyte syndrome, type ii, complementation group c"	disease
"bare lymphocyte syndrome, type ii, complementation group d"	disease
